Increments,Abscissas in µm,Raw data,Smoothed data,Raw - Smoothed data,Smoothed data*Gain + Offset
551,3585.085,45853,37738.919,8114.081,45305.816
552,3591.592,47101,38540.452,8560.548,46331.778
553,3598.098,48213,39236.245,8976.755,47222.394
554,3604.605,48985,39775.341,9209.659,47912.437
555,3611.111,49488,40144.455,9343.545,48384.902
556,3617.618,49741,40324.530,9416.470,48615.398
557,3624.124,49775,40317.566,9457.434,48606.485
558,3630.631,49479,40108.621,9370.379,48339.035
559,3637.137,49008,39718.155,9289.845,47839.238
560,3643.644,48250,39141.943,9108.057,47101.687
561,3650.150,47200,38388.232,8811.768,46136.936
562,3656.657,45901,37489.145,8411.855,44986.106
563,3663.163,44177,36454.738,7722.262,43662.064
564,3669.670,42616,35385.663,7230.337,42293.649
565,3676.176,41050,34294.516,6755.484,40896.981
566,3682.683,39535,33220.458,6314.542,39522.187
567,3689.189,38116,32193.710,5922.290,38207.949
568,3695.696,36606,31220.096,5385.904,36961.723
569,3702.202,35524,30383.508,5140.492,35890.890
570,3708.709,34654,29678.373,4975.627,34988.317
571,3715.215,34009,29121.290,4887.710,34275.251
572,3721.722,33496,28704.070,4791.930,33741.210
573,3728.228,33283,28455.576,4827.424,33423.138
574,3734.735,33207,28354.340,4852.660,33293.555
575,3741.241,33245,28396.502,4848.498,33347.523
576,3747.748,33440,28589.212,4850.788,33594.192
577,3754.254,33786,28933.711,4852.289,34035.150
578,3760.761,34319,29422.333,4896.667,34660.587
579,3767.267,35064,30050.197,5013.803,35464.252
580,3773.774,36315,30836.050,5478.950,36470.144
581,3780.280,37508,31698.508,5809.492,37574.090
582,3786.787,38828,32626.902,6201.098,38762.435
583,3793.293,40221,33590.405,6630.595,39995.719
584,3799.800,42073,34599.423,7473.577,41287.262
585,3806.306,43407,35510.261,7896.739,42453.133
586,3812.813,44582,36324.971,8257.029,43495.963
587,3819.319,45528,37008.412,8519.588,44370.768
588,3825.826,46545,37562.674,8982.326,45080.223
589,3832.332,46908,37887.846,9020.154,45496.443
590,3838.839,47026,38018.307,9007.693,45663.433
591,3845.345,46918,37954.276,8963.724,45581.474
592,3851.852,46730,37702.243,9027.757,45258.871
593,3858.358,46055,37232.609,8822.391,44657.739
594,3864.865,45095,36580.438,8514.562,43822.961
595,3871.371,43878,35769.878,8108.122,42785.444
596,3877.878,42404,34819.251,7584.749,41568.641
597,3884.384,40867,33790.869,7076.131,40252.312
598,3890.891,39322,32721.274,6600.726,38883.231
599,3897.397,37683,31628.380,6054.620,37484.327
600,3903.904,36269,30575.352,5693.648,36136.451
601,3910.410,34963,29577.007,5385.993,34858.569
602,3916.917,33784,28653.613,5130.387,33676.625
603,3923.423,32613,27807.377,4805.623,32593.442
604,3929.930,31748,27085.368,4662.632,31669.271
605,3936.436,31055,26477.884,4577.116,30891.692
606,3942.943,30427,25977.163,4449.837,30250.769
607,3949.449,30071,25607.194,4463.806,29777.209
608,3955.956,29838,25345.601,4492.399,29442.370
609,3962.462,29701,25193.653,4507.347,29247.876
610,3968.969,29641,25141.311,4499.689,29180.878
611,3975.475,29680,25191.818,4488.182,29245.526
612,3981.982,29791,25355.315,4435.685,29454.804
613,3988.488,30117,25637.791,4479.209,29816.372
614,3994.995,30465,26020.855,4444.145,30306.695
615,4001.502,30928,26538.127,4389.873,30968.802
616,4008.008,31925,27221.753,4703.247,31843.844
617,4014.515,32733,27988.523,4744.477,32825.309
618,4021.021,33653,28871.318,4781.682,33955.287
619,4027.528,35453,29972.133,5480.867,35364.330
620,4034.034,36682,31094.754,5587.246,36801.285
621,4040.541,38003,32299.858,5703.142,38343.818
622,4047.047,40479,33704.341,6774.659,40141.556
623,4053.554,42035,35033.096,7001.904,41842.363
624,4060.060,43630,36368.120,7261.880,43551.194
625,4066.567,45226,37692.003,7533.997,45245.763
626,4073.073,47884,39097.128,8786.872,47044.323
627,4079.580,49290,40274.931,9015.069,48551.912
628,4086.086,50550,41338.222,9211.778,49912.924
629,4092.593,52292,42338.388,9953.612,51193.137
630,4099.099,53039,43059.956,9979.044,52116.743
631,4105.606,53850,43628.907,10221.093,52845.001
632,4112.112,54119,43967.674,10151.326,53278.623
633,4118.619,54257,44098.570,10158.430,53446.169
634,4125.125,54195,44005.501,10189.499,53327.041
635,4131.632,53978,43714.344,10263.656,52954.360
636,4138.138,53557,43197.747,10359.253,52293.116
637,4144.645,52417,42405.315,10011.685,51278.803
638,4151.151,51292,41446.319,9845.681,50051.288
639,4157.658,49880,40281.684,9598.316,48560.555
640,4164.164,47370,38864.206,8505.794,46746.184
641,4170.671,45471,37409.317,8061.683,44883.926
642,4177.177,43512,35883.842,7628.158,42931.317
643,4183.684,40653,34226.889,6426.111,40810.418
644,4190.190,38780,32683.602,6096.398,38835.011
645,4196.697,37019,31199.780,5819.220,36935.719
646,4203.203,34693,29717.539,4975.461,35038.450
647,4209.710,33263,28424.159,4838.841,33382.924
648,4216.216,31479,27217.407,4261.593,31838.281
649,4222.723,30423,26213.812,4209.188,30553.680
650,4229.229,29535,25355.475,4179.525,29455.009
651,4235.736,28535,24624.905,3910.095,28519.878
652,4242.242,28041,24072.995,3968.005,27813.434
653,4248.749,27693,23655.033,4037.967,27278.442
654,4255.255,27362,23365.362,3996.638,26907.663
655,4261.762,27261,23207.450,4053.550,26705.536
656,4268.268,27192,23166.442,4025.558,26653.046
657,4274.775,27253,23248.713,4004.287,26758.352
658,4281.281,27404,23449.720,3954.280,27015.642
659,4287.788,27723,23796.956,3926.044,27460.104
660,4294.294,28165,24279.830,3885.170,28078.182
661,4300.801,28931,24927.221,4003.779,28906.843
662,4307.307,29777,25727.639,4049.361,29931.378
663,4313.814,30828,26686.843,4141.157,31159.159
664,4320.320,32378,27844.071,4533.929,32640.411
665,4326.827,33887,29119.632,4767.368,34273.129
666,4333.333,36002,30572.569,5429.431,36132.888
667,4339.840,37941,32083.878,5857.122,38067.364
668,4346.346,40029,33663.026,6365.974,40088.674
669,4352.853,42681,35322.145,7358.855,42212.346
670,4359.359,44840,36905.177,7934.823,44238.627
671,4365.866,47301,38461.978,8839.022,46231.331
672,4372.372,49099,39846.411,9252.589,48003.406
673,4378.879,50884,41108.784,9775.216,49619.244
674,4385.385,52049,42158.394,9890.606,50962.745
675,4391.892,52937,43034.829,9902.171,52084.581
676,4398.398,53631,43748.346,9882.654,52997.883
677,4404.905,54063,44292.091,9770.909,53693.876
678,4411.411,54363,44698.403,9664.597,54213.955
679,4417.918,54581,44979.985,9601.015,54574.380
680,4424.424,54698,45147.662,9550.338,54789.007
681,4430.931,54790,45215.334,9574.666,54875.627
682,4437.437,54827,45175.258,9651.742,54824.330
683,4443.944,54709,45019.666,9689.334,54625.172
684,4450.450,54599,44742.350,9856.650,54270.208
685,4456.957,54242,44317.800,9924.200,53726.784
686,4463.463,53880,43742.596,10137.404,52990.522
687,4469.970,53023,42965.582,10057.418,51995.945
688,4476.476,52147,42033.598,10113.402,50803.006
689,4482.983,50425,40839.788,9585.212,49274.929
690,4489.489,48883,39523.827,9359.173,47590.498
691,4495.996,46333,37965.268,8367.732,45595.543
692,4502.503,44343,36378.810,7964.190,43564.877
693,4509.009,41403,34627.779,6775.221,41323.558
694,4515.516,39331,32959.048,6371.952,39187.582
695,4522.022,37322,31314.286,6007.714,37082.285
696,4528.529,34653,29641.194,5011.806,34940.728
697,4535.035,32964,28162.695,4801.305,33048.249
698,4541.542,30864,26743.143,4120.857,31231.223
699,4548.048,29611,25553.500,4057.500,29708.480
700,4554.555,28154,24473.379,3680.621,28325.925
701,4561.061,27324,23614.807,3709.193,27226.953
702,4567.568,26432,22881.791,3550.209,26288.692
703,4574.074,25960,22326.990,3633.010,25578.547
704,4580.581,25516,21911.401,3604.599,25046.593
705,4587.087,25312,21642.410,3669.590,24702.285
706,4593.594,25182,21501.457,3680.543,24521.865
707,4600.100,25156,21486.781,3669.219,24503.080
708,4606.607,25254,21599.579,3654.421,24647.461
709,4613.113,25391,21840.453,3550.547,24955.779
710,4619.620,25799,22234.998,3564.002,25460.798
711,4626.126,26206,22775.401,3430.599,26152.513
712,4632.633,27123,23514.284,3608.716,27098.284
713,4639.139,27927,24406.979,3520.021,28240.933
714,4645.646,29467,25553.370,3913.630,29708.313
715,4652.152,30721,26818.203,3902.797,31327.300
716,4658.659,32916,28340.380,4575.620,33275.686
717,4665.165,34655,29932.204,4722.796,35313.222
718,4671.672,37517,31744.630,5772.370,37633.126
719,4678.178,39678,33534.061,6143.939,39923.598
720,4684.685,42953,35454.638,7498.362,42381.936
721,4691.191,46176,37323.728,8852.272,44774.372
722,4697.698,48226,38948.585,9277.415,46854.189
723,4704.204,50717,40479.225,10237.775,48813.407
724,4710.711,52037,41688.926,10348.074,50361.825
725,4717.217,53302,42695.976,10606.024,51650.849
726,4723.724,53816,43409.110,10406.890,52563.661
727,4730.230,54135,43912.705,10222.295,53208.263
728,4736.737,54197,44204.612,9992.388,53581.903
729,4743.243,54057,44314.420,9742.580,53722.457
730,4749.750,53879,44307.758,9571.242,53713.930
731,4756.256,53404,44168.258,9235.742,53535.370
732,4762.763,52802,43962.389,8839.611,53271.858
733,4769.269,52453,43756.208,8696.792,53007.946
734,4775.776,51938,43536.129,8401.871,52726.245
735,4782.282,51738,43371.612,8366.388,52515.663
736,4788.789,51482,43235.385,8246.615,52341.292
737,4795.295,51446,43164.018,8281.982,52249.943
738,4801.802,51406,43132.286,8273.714,52209.325
739,4808.308,51498,43154.474,8343.526,52237.727
740,4814.815,51657,43219.843,8437.157,52321.399
741,4821.321,51940,43310.103,8629.897,52436.932
742,4827.828,52223,43403.067,8819.933,52555.926
743,4834.334,52564,43461.059,9102.941,52630.155
744,4840.841,52805,43432.222,9372.778,52593.244
745,4847.347,52945,43305.224,9639.776,52430.687
746,4853.854,52868,43017.728,9850.272,52062.692
747,4860.360,52764,42590.393,10173.607,51515.703
748,4866.867,52083,41918.386,10164.614,50655.534
749,4873.373,51468,41058.574,10409.426,49554.974
750,4879.880,49711,39896.455,9814.545,48067.463
751,4886.386,47256,38484.826,8771.174,46260.577
752,4892.893,45627,37031.223,8595.777,44399.966
753,4899.399,42545,35332.787,7212.213,42225.967
754,4905.906,40774,33729.999,7044.001,40174.399
755,4912.412,37787,31988.796,5798.204,37945.659
756,4918.919,35089,30327.622,4761.378,35819.357
757,4925.425,33758,28905.623,4852.377,33999.198
758,4931.932,31665,27525.696,4139.304,32232.891
759,4938.438,29984,26346.590,3637.410,30723.635
760,4944.945,29286,25431.419,3854.581,29552.217
761,4951.451,28283,24660.475,3622.525,28565.408
762,4957.958,27962,24120.835,3841.165,27874.668
763,4964.464,27534,23748.571,3785.429,27398.171
764,4970.971,27357,23563.149,3793.851,27160.830
765,4977.477,27395,23552.074,3842.926,27146.655
766,4983.984,27490,23721.383,3768.617,27363.370
767,4990.490,27808,24067.143,3740.857,27805.943
768,4996.997,28177,24586.512,3590.488,28470.735
769,5003.504,29030,25350.184,3679.816,29448.236
770,5010.010,30329,26319.644,4009.356,30689.145
771,5016.517,31285,27436.627,3848.373,32118.882
772,5023.023,33279,28846.538,4432.462,33923.568
773,5029.530,35689,30433.331,5255.669,35954.664
774,5036.036,37209,32035.901,5173.099,38005.953
775,5042.543,40166,33875.921,6290.079,40361.179
776,5049.049,43375,35769.149,7605.851,42784.510
777,5055.556,45246,37472.709,7773.291,44965.067
778,5062.062,48491,39226.151,9264.849,47209.473
779,5068.569,51338,40765.790,10572.210,49180.211
780,5075.075,52648,41903.235,10744.765,50636.141
781,5081.582,54242,42775.829,11466.171,51753.061
782,5088.088,54954,43241.202,11712.798,52348.739
783,5094.595,55029,43310.647,11718.353,52437.628
784,5101.101,54540,42969.514,11570.486,52000.978
785,5107.608,53225,42231.577,10993.423,51056.419
786,5114.114,51071,41109.194,9961.806,49619.769
787,5120.621,49552,39836.532,9715.468,47990.761
788,5127.127,46548,38242.227,8305.773,45950.050
789,5133.634,43442,36540.848,6901.152,43772.285
790,5140.140,41761,34984.045,6776.955,41779.577
791,5146.647,38993,33340.257,5652.743,39675.529
792,5153.153,36620,31827.649,4792.351,37739.390
793,5159.660,34722,30514.629,4207.371,36058.725
794,5166.166,33914,29502.969,4411.031,34763.800
795,5172.673,32819,28638.432,4180.568,33657.193
796,5179.179,32184,28039.872,4144.128,32891.037
797,5185.686,32021,27715.585,4305.415,32475.948
798,5192.192,31879,27572.005,4306.995,32292.166
799,5198.699,31955,27670.316,4284.684,32418.004
800,5205.205,32282,28012.353,4269.647,32855.811
801,5211.712,32661,28574.539,4086.461,33575.409
802,5218.218,33600,29400.169,4199.831,34632.216
803,5224.725,35023,30463.577,4559.423,35993.378
804,5231.231,36932,31751.869,5180.131,37642.392
805,5237.738,38294,33114.138,5179.862,39386.097
806,5244.244,40832,34712.879,6119.121,41432.485
807,5250.751,43609,36395.441,7213.559,43586.165
808,5257.257,46474,38080.494,8393.506,45743.033
809,5263.764,49223,39676.296,9546.704,47785.659
810,5270.270,50763,40991.208,9771.792,49468.747
811,5276.777,52815,42162.987,10652.013,50968.623
812,5283.283,54171,43022.365,11148.635,52068.628
813,5289.790,54837,43534.246,11302.754,52723.835
814,5296.296,55001,43682.473,11318.527,52913.565
815,5302.803,54769,43472.804,11296.196,52645.190
816,5309.309,53971,42890.939,11080.061,51900.402
817,5315.816,52528,41947.334,10580.666,50692.587
818,5322.322,50472,40704.929,9767.071,49102.309
819,5328.829,48719,39283.857,9435.143,47283.337
820,5335.335,45979,37591.143,8387.857,45116.663
821,5341.842,43156,35787.426,7368.574,42807.906
822,5348.348,40388,33950.399,6437.601,40456.511
823,5354.855,37764,32145.249,5618.751,38145.919
824,5361.361,35359,30429.646,4929.354,35949.946
825,5367.868,33576,28889.113,4686.887,33978.065
826,5374.374,31672,27468.362,4203.638,32159.503
827,5380.881,30108,26226.905,3881.095,30570.438
828,5387.387,28886,25194.083,3691.917,29248.426
829,5393.894,27990,24372.782,3617.218,28197.160
830,5400.400,27388,23757.722,3630.278,27409.884
831,5406.907,26940,23329.667,3610.333,26861.974
832,5413.413,26738,23082.859,3655.141,26546.060
833,5419.920,26703,23009.464,3693.536,26452.114
834,5426.426,26816,23117.105,3698.895,26589.894
835,5432.933,27088,23411.587,3676.413,26966.831
836,5439.439,27550,23903.855,3646.145,27596.934
837,5445.946,28251,24607.082,3643.918,28497.065
838,5452.452,29262,25533.300,3728.700,29682.625
839,5458.959,30010,26623.600,3386.400,31078.208
840,5465.465,31697,28010.564,3686.436,32853.522
841,5471.972,33852,29624.543,4227.457,34919.414
842,5478.478,36466,31428.934,5037.066,37229.036
843,5484.985,39464,33366.574,6097.426,39709.215
844,5491.491,42690,35366.785,7323.215,42269.484
845,5497.998,45915,37340.850,8574.150,44796.288
846,5504.505,48864,39194.488,9669.512,47168.945
847,5511.011,51284,40854.279,10429.721,49293.477
848,5517.518,53034,42253.238,10780.762,51084.144
849,5524.024,54147,43373.477,10773.523,52518.050
850,5530.531,54704,44220.627,10483.373,53602.403
851,5537.037,55149,44851.403,10297.597,54409.795
852,5543.544,55388,45263.393,10124.607,54937.143
853,5550.050,55485,45469.027,10015.973,55200.355
854,5556.557,55467,45474.817,9992.183,55207.766
855,5563.063,55345,45283.854,10061.146,54963.333
856,5569.570,55111,44895.118,10215.882,54465.751
857,5576.076,54725,44300.469,10424.531,53704.600
858,5582.583,54096,43483.984,10612.016,52659.499
859,5589.089,53066,42418.191,10647.809,51295.284
860,5595.596,51471,41162.105,10308.895,49687.494
861,5602.102,49252,39656.164,9595.836,47759.890
862,5608.609,46502,37946.128,8555.872,45571.043
863,5615.115,43436,36108.094,7327.906,43218.360
864,5621.622,40295,34231.277,6063.723,40816.034
865,5628.128,37287,32404.245,4882.755,38477.434
866,5634.635,34570,30707.425,3862.575,36305.505
867,5641.141,35824,29566.748,6257.252,34845.437
868,5647.648,33299,28095.195,5203.805,32961.850
869,5654.154,31206,26772.921,4433.079,31269.338
870,5660.661,29576,25644.399,3931.601,29824.830
871,5667.167,28384,24730.778,3653.222,28655.396
872,5673.674,27573,24036.041,3536.959,27766.133
873,5680.180,27073,23553.934,3519.066,27149.036
874,5686.687,26808,23273.533,3534.467,26790.122
875,5693.193,26718,23125.966,3592.034,26601.236
876,5699.700,26770,23191.957,3578.043,26685.705
877,5706.206,26966,23473.986,3492.014,27046.702
878,5712.713,27352,23948.806,3403.194,27654.472
879,5719.219,28012,24657.817,3354.183,28562.006
880,5725.726,29033,25613.600,3419.400,29785.408
881,5732.232,30483,26817.722,3665.278,31326.684
882,5738.739,32402,28255.942,4146.058,33167.606
883,5745.245,34807,29897.143,4909.857,35268.343
884,5751.752,37657,31689.970,5967.030,37563.161
885,5758.258,39193,33398.643,5794.357,39750.263
886,5764.765,42460,35331.285,7128.715,42224.044
887,5771.271,45685,37239.548,8445.452,44666.621
888,5777.778,48582,39023.891,9558.109,46950.580
889,5784.284,50904,40601.759,10302.241,48970.251
890,5790.791,52536,41922.565,10613.435,50660.884
891,5797.297,53541,42977.366,10563.634,52011.028
892,5803.804,54115,43791.274,10323.726,53052.830
893,5810.310,54448,44429.410,10018.590,53869.645
894,5816.817,54650,44895.096,9754.904,54465.723
895,5823.323,54725,45215.277,9509.723,54875.554
896,5829.830,54818,45436.901,9381.099,55159.233
897,5836.336,54888,45579.446,9308.554,55341.691
898,5842.843,54964,45664.343,9299.657,55450.359
899,5849.349,55044,45697.951,9346.049,55493.378
900,5855.856,55114,45671.275,9442.725,55459.232
901,5862.362,55154,45563.529,9590.471,55321.317
902,5868.869,55136,45387.529,9748.471,55096.037
903,5875.375,55177,45104.272,10072.728,54733.468
904,5881.882,54988,44652.622,10335.378,54155.356
905,5888.388,54531,44004.788,10526.212,53326.128
906,5894.895,53629,43126.230,10502.770,52201.574
907,5901.401,52110,41996.743,10113.257,50755.831
908,5907.908,49922,40660.516,9261.484,49045.460
909,5914.414,49097,39332.598,9764.402,47345.725
910,5920.921,46254,37649.822,8604.178,45191.772
911,5927.427,43215,35851.171,7363.829,42889.499
912,5933.934,40229,34028.352,6200.648,40556.291
913,5940.440,37483,32277.523,5205.477,38315.229
914,5946.947,35075,30651.685,4423.315,36234.157
915,5953.453,34551,29353.700,5197.300,34572.735
916,5959.960,32628,28024.301,4603.699,32871.106
917,5966.466,31039,26837.416,4201.584,31351.893
918,5972.973,29760,25846.733,3913.267,30083.819
919,5979.479,28773,25056.672,3716.328,29072.541
920,5985.986,28727,24533.462,4193.538,28402.831
921,5992.492,28113,24092.606,4020.394,27838.536
922,5998.999,27745,23807.277,3937.723,27473.314
923,6005.506,27588,23649.720,3938.280,27271.641
924,6012.012,27605,23649.204,3955.796,27270.981
925,6018.519,27885,23814.294,4070.706,27482.297
926,6025.025,28130,24090.789,4039.211,27836.210
927,6031.532,28570,24525.124,4044.876,28392.159
928,6038.038,29247,25119.304,4127.696,29152.709
929,6044.545,29803,25858.985,3944.015,30099.500
930,6051.051,30883,26792.131,4090.869,31293.927
931,6057.558,32306,27922.190,4383.810,32740.404
932,6064.064,34122,29238.384,4883.616,34425.131
933,6070.571,35251,30599.852,4651.148,36167.811
934,6077.077,37686,32200.427,5485.573,38216.547
935,6083.584,40493,33910.646,6582.354,40405.627
936,6090.090,43514,35652.151,7861.849,42634.753
937,6096.597,45024,37186.242,7837.758,44598.389
938,6103.103,47852,38791.737,9060.263,46653.423
939,6109.610,50231,40226.558,10004.442,48489.995
940,6116.116,51966,41419.879,10546.121,50017.445
941,6122.623,52455,42301.786,10153.214,51146.287
942,6129.129,53223,43022.487,10200.513,52068.783
943,6135.636,53571,43508.456,10062.544,52690.824
944,6142.142,53511,43777.290,9733.710,53034.931
945,6148.649,53519,43918.576,9600.424,53215.777
946,6155.155,53381,43890.010,9490.990,53179.212
947,6161.662,53104,43702.482,9401.518,52939.177
948,6168.168,52798,43403.804,9394.196,52556.869
949,6174.675,52326,42975.990,9350.010,52009.268
950,6181.181,51699,42405.720,9293.280,51279.322
951,6187.688,51260,41762.477,9497.523,50455.970
952,6194.194,50314,40938.173,9375.827,49400.862
953,6200.701,48995,39942.869,9052.131,48126.873
954,6207.207,47240,38813.739,8426.261,46681.585
955,6213.714,46387,37686.740,8700.260,45239.028
956,6220.220,44139,36315.183,7823.817,43483.434
957,6226.727,41673,34882.389,6790.611,41649.459
958,6233.233,40753,33596.574,7156.426,40003.614
959,6239.740,38268,32124.246,6143.754,38119.035
960,6246.246,35897,30704.166,5192.834,36301.333
961,6252.753,35183,29532.232,5650.768,34801.257
962,6259.259,33139,28297.714,4841.286,33221.074
963,6265.766,31379,27176.722,4202.278,31786.204
964,6272.272,30939,26328.502,4610.498,30700.482
965,6278.779,29611,25510.054,4100.946,29652.869
966,6285.285,28629,24839.124,3789.876,28794.078
967,6291.792,28490,24413.401,4076.599,28249.153
968,6298.298,27986,24085.610,3900.390,27829.581
969,6304.805,28016,23939.006,4076.994,27641.928
970,6311.311,27884,23933.105,3950.895,27634.374
971,6317.818,27963,24089.146,3873.854,27834.107
972,6324.324,28216,24416.712,3799.288,28253.391
973,6330.831,28664,24919.160,3744.840,28896.525
974,6337.337,29501,25651.563,3849.437,29834.000
975,6343.844,30180,26552.107,3627.893,30986.697
976,6350.350,31786,27721.899,4064.101,32484.030
977,6356.857,33959,29129.711,4829.289,34286.030
978,6363.363,35267,30571.112,4695.888,36131.023
979,6369.870,38171,32316.785,5854.215,38365.485
980,6376.376,39754,34005.237,5748.763,40526.703
981,6382.883,43134,35936.212,7197.788,42998.351
982,6389.389,46619,37863.287,8755.713,45465.007
983,6395.896,48262,39512.502,8749.498,47576.003
984,6402.402,51372,41191.039,10180.961,49724.530
985,6408.909,52629,42473.662,10155.338,51366.287
986,6415.415,54684,43649.487,11034.513,52871.344
987,6421.922,55885,44452.705,11432.295,53899.463
988,6428.428,56125,44895.378,11229.622,54466.084
989,6434.935,56311,45015.904,11295.096,54620.357
990,6441.441,56101,44806.311,11294.689,54352.078
991,6447.948,55393,44268.394,11124.606,53663.545
992,6454.454,53926,43361.838,10564.162,52503.152
993,6460.961,52710,42279.400,10430.600,51117.632
994,6467.467,50051,40828.685,9222.315,49260.716
995,6473.974,48320,39347.224,8972.776,47364.446
996,6480.480,45079,37610.048,7468.952,45140.862
997,6486.987,43301,36005.920,7295.080,43087.577
998,6493.493,40279,34271.728,6007.272,40867.812
999,6500.000,37623,32651.411,4971.589,38793.807
1000,6506.507,36433,31312.257,5120.743,37079.688
1001,6513.013,34453,30014.629,4438.371,35418.725
1002,6519.520,33683,29018.887,4664.113,34144.176
1003,6526.026,32361,28113.679,4247.321,32985.509
1004,6532.533,31988,27494.328,4493.672,32192.740
1005,6539.039,31283,26992.325,4290.675,31550.176
1006,6545.546,31247,26735.669,4511.331,31221.656
1007,6552.052,31015,26624.873,4390.127,31079.837
1008,6558.559,31010,26673.593,4336.407,31142.199
1009,6565.065,31346,26926.560,4419.440,31465.996
1010,6571.572,31751,27320.473,4430.527,31970.205
1011,6578.078,32376,27902.136,4473.864,32714.735
1012,6584.585,33355,28651.314,4703.686,33673.682
1013,6591.091,34345,29553.529,4791.471,34828.517
1014,6597.598,35941,30631.868,5309.132,36208.791
1015,6604.104,37267,31801.165,5465.835,37705.491
1016,6610.611,39395,33133.005,6261.995,39410.246
1017,6617.117,40938,34464.047,6473.953,41113.980
1018,6623.624,43423,35912.846,7510.154,42968.443
1019,6630.130,44934,37250.735,7683.265,44680.941
1020,6636.637,47445,38641.595,8803.405,46461.241
1021,6643.143,48603,39813.131,8789.869,47960.808
1022,6649.650,50730,40973.789,9756.211,49446.450
1023,6656.156,51335,41852.680,9482.320,50571.430
1024,6662.663,52816,42680.180,10135.820,51630.630
1025,6669.169,52866,43227.102,9638.898,52330.690
1026,6675.676,53704,43719.014,9984.986,52960.338
1027,6682.182,53347,43980.796,9366.204,53295.419
1028,6688.689,53781,44223.041,9557.959,53605.493
1029,6695.195,53250,44303.696,8946.304,53708.731
1030,6701.702,53555,44416.826,9138.174,53853.537
1031,6708.208,53073,44430.542,8642.458,53871.093
1032,6714.715,53424,44517.184,8906.816,53981.996
1033,6721.221,53140,44548.588,8591.412,54022.192
1034,6727.728,53567,44661.880,8905.120,54167.207
1035,6734.234,53503,44743.034,8759.966,54271.083
1036,6740.741,53924,44883.274,9040.726,54450.590
1037,6747.247,54012,44999.559,9012.441,54599.435
1038,6753.754,54347,45136.670,9210.330,54774.938
1039,6760.260,54506,45246.469,9259.531,54915.480
1040,6766.767,54711,45333.830,9377.170,55027.302
1041,6773.273,54864,45389.636,9474.364,55098.734
1042,6779.780,54905,45368.269,9536.731,55071.384
1043,6786.286,54992,45294.385,9697.615,54976.813
1044,6792.793,54813,45093.449,9719.551,54719.615
1045,6799.299,54747,44814.705,9932.295,54362.822
1046,6805.806,54197,44356.538,9840.462,53776.369
1047,6812.312,53811,43801.062,10009.938,53065.360
1048,6818.819,53237,43079.974,10157.026,52142.367
1049,6825.325,51746,42125.632,9620.368,50920.809
1050,6831.832,50646,41095.181,9550.819,49601.832
1051,6838.338,48484,39830.317,8653.683,47982.806
1052,6844.845,46997,38566.922,8430.078,46365.660
1053,6851.351,44496,37136.052,7359.948,44534.146
1054,6857.858,42894,35800.902,7093.098,42825.155
1055,6864.364,40443,34391.215,6051.785,41020.755
1056,6870.871,39001,33153.593,5847.407,39436.600
1057,6877.377,37704,32026.947,5677.053,37994.492
1058,6883.884,35909,30942.516,4966.484,36606.421
1059,6890.390,35069,30100.344,4968.656,35528.440
1060,6896.897,33988,29364.371,4623.629,34586.395
1061,6903.403,33626,28864.712,4761.288,33946.831
1062,6909.910,33158,28491.946,4666.054,33469.690
1063,6916.416,33127,28321.124,4805.876,33251.038
1064,6922.923,33203,28287.747,4915.253,33208.316
1065,6929.429,33256,28371.036,4884.964,33314.926
1066,6935.936,33585,28604.603,4980.397,33613.892
1067,6942.442,34041,28945.720,5095.280,34050.522
1068,6948.949,34696,29395.353,5300.647,34626.052
1069,6955.455,35484,29918.571,5565.429,35295.771
1070,6961.962,36518,30510.019,6007.981,36052.824
1071,6968.468,37474,31106.012,6367.988,36815.695
1072,6974.975,38533,31703.268,6829.732,37580.183
1073,6981.481,39346,32238.819,7107.181,38265.688
1074,6987.988,40020,32705.943,7314.057,38863.607
1075,6994.494,40511,33083.345,7427.655,39346.681
1076,7001.001,40834,33367.608,7466.392,39710.538
1077,7007.508,40917,33549.843,7367.157,39943.799
1078,7014.014,40990,33655.365,7334.635,40078.867
1079,7020.521,40979,33687.393,7291.607,40119.863
1080,7027.027,40699,33633.273,7065.727,40050.590
1081,7033.534,40516,33551.680,6964.320,39946.150
1082,7040.040,40093,33423.079,6669.921,39781.542
1083,7046.547,39859,33318.951,6540.049,39648.257
1084,7053.053,39659,33239.586,6419.414,39546.670
1085,7059.560,39412,33195.684,6216.316,39490.475
1086,7066.066,39374,33242.143,6131.857,39549.943
1087,7072.573,39411,33373.258,6037.742,39717.770
1088,7079.079,39546,33608.854,5937.146,40019.333
1089,7085.586,39814,33974.245,5839.755,40487.034
1090,7092.092,40408,34492.372,5915.628,41150.237
1091,7098.599,41094,35134.180,5959.820,41971.750
1092,7105.105,41995,35914.599,6080.401,42970.686
1093,7111.612,43604,36868.233,6735.767,44191.339
1094,7118.118,44975,37859.777,7115.223,45460.514
1095,7124.625,46470,38899.145,7570.855,46790.905
1096,7131.131,48600,40007.047,8592.953,48209.021
1097,7137.638,50090,40988.631,9101.369,49465.448
1098,7144.144,51429,41855.589,9573.411,50575.154
1099,7150.651,52805,42591.980,10213.020,51517.734
1100,7157.157,53495,43069.295,10425.705,52128.698
1101,7163.664,53885,43305.981,10579.019,52431.656
1102,7170.170,53916,43291.046,10624.954,52412.539
1103,7176.677,53649,43025.573,10623.427,52072.733
