Increments,Abscissas in µm,Raw data,Smoothed data,Raw - Smoothed data,Smoothed data*Gain + Offset
1640,10670.671,43809,36737.040,7071.960,44023.411
1641,10677.177,45893,37844.317,8048.683,45440.726
1642,10683.684,47748,38898.379,8849.621,46789.925
1643,10690.190,48714,39792.666,8921.334,47934.613
1644,10696.697,49961,40626.556,9334.444,49001.991
1645,10703.203,50739,41314.840,9424.160,49882.995
1646,10709.710,51308,41875.282,9432.718,50600.361
1647,10716.216,51618,42298.459,9319.541,51142.027
1648,10722.723,51703,42620.276,9082.724,51553.953
1649,10729.229,51622,42850.409,8771.591,51848.523
1650,10735.736,51978,43082.451,8895.549,52145.538
1651,10742.242,51818,43237.929,8580.071,52344.549
1652,10748.749,51712,43389.564,8322.436,52538.642
1653,10755.255,52183,43613.684,8569.316,52825.515
1654,10761.762,52307,43810.505,8496.495,53077.447
1655,10768.268,52605,44038.757,8566.243,53369.609
1656,10774.775,53064,44292.476,8771.524,53694.369
1657,10781.281,53677,44560.228,9116.772,54037.092
1658,10787.788,54183,44774.644,9408.356,54311.545
1659,10794.294,54617,44917.699,9699.301,54494.654
1660,10800.801,54871,44944.322,9926.678,54528.733
1661,10807.307,54988,44840.325,10147.675,54395.616
1662,10813.814,54903,44567.033,10335.967,54045.803
1663,10820.320,54537,44093.611,10443.389,53439.822
1664,10826.827,54072,43424.700,10647.300,52583.616
1665,10833.333,52921,42501.344,10419.656,51401.721
1666,10839.840,51185,41336.718,9848.282,49910.999
1667,10846.346,48931,39974.092,8956.908,48166.838
1668,10852.853,47271,38580.573,8690.427,46383.134
1669,10859.359,44564,37012.020,7551.980,44375.385
1670,10865.866,41868,35440.768,6427.232,42364.183
1671,10872.372,39390,33955.176,5434.824,40462.625
1672,10878.879,37913,32693.420,5219.580,38847.577
1673,10885.385,36127,31558.615,4568.385,37395.027
1674,10891.892,34921,30673.031,4247.969,36261.480
1675,10898.398,34266,30080.034,4185.966,35502.443
1676,10904.905,33898,29751.207,4146.793,35081.544
1677,10911.411,33877,29716.725,4160.275,35037.408
1678,10917.918,34197,29972.203,4224.797,35364.420
1679,10924.424,34936,30493.211,4442.789,36031.310
1680,10930.931,36185,31271.192,4913.808,37027.126
1681,10937.437,36985,32185.428,4799.572,38197.348
1682,10943.944,39000,33388.369,5611.631,39737.113
1683,10950.450,41294,34728.162,6565.838,41452.047
1684,10956.957,43683,36127.598,7555.402,43243.326
1685,10963.463,45996,37510.276,8485.724,45013.154
1686,10969.970,47177,38715.923,8461.077,46556.381
1687,10976.476,49096,39923.584,9172.416,48102.188
1688,10982.983,50619,40974.236,9644.764,49447.021
1689,10989.489,51721,41847.099,9873.901,50564.286
1690,10995.996,52443,42506.011,9936.989,51407.694
1691,11002.503,52852,42960.603,9891.397,51989.572
1692,11009.009,53062,43205.810,9856.190,52303.437
1693,11015.516,53118,43244.010,9873.990,52352.332
1694,11022.022,52996,43089.024,9906.976,52153.950
1695,11028.529,52679,42722.961,9956.039,51685.391
1696,11035.035,52071,42145.648,9925.352,50946.429
1697,11041.542,51023,41357.919,9665.081,49938.137
1698,11048.048,50295,40463.029,9831.971,48792.677
1699,11054.555,48436,39325.010,9110.990,47336.013
1700,11061.061,46225,38060.652,8164.348,45717.634
1701,11067.568,43904,36748.485,7155.515,44038.061
1702,11074.074,41708,35468.480,6239.520,42399.655
1703,11080.581,39817,34290.195,5526.805,40891.450
1704,11087.087,38340,33267.648,5072.352,39582.590
1705,11093.594,37313,32436.398,4876.602,38518.589
1706,11100.100,36930,31819.596,5110.404,37729.083
1707,11106.607,36518,31356.297,5161.703,37136.060
1708,11113.113,36357,31070.522,5286.478,36770.268
1709,11119.620,36362,30949.037,5412.963,36614.768
1710,11126.126,36509,30964.623,5544.377,36634.717
1711,11132.633,36814,31095.132,5718.868,36801.768
1712,11139.139,37268,31312.656,5955.344,37080.200
1713,11145.646,37809,31583.092,6225.908,37426.358
1714,11152.152,38343,31868.613,6474.387,37791.825
1715,11158.659,38793,32151.373,6641.627,38153.757
1716,11165.165,39579,32465.264,7113.736,38555.538
1717,11171.672,39890,32710.553,7179.447,38869.507
1718,11178.178,40003,32919.790,7083.210,39137.331
1719,11184.685,39931,33108.620,6822.380,39379.034
1720,11191.191,39762,33307.967,6454.033,39634.198
1721,11197.698,39637,33557.314,6079.686,39953.362
1722,11204.204,39699,33893.433,5805.567,40383.594
1723,11210.711,40044,34339.788,5704.212,40954.929
1724,11217.217,40722,34895.921,5826.079,41666.778
1725,11223.724,41765,35561.772,6203.228,42519.068
1726,11230.230,43151,36310.940,6840.060,43478.004
1727,11236.737,44751,37122.685,7628.315,44517.037
1728,11243.243,46342,37916.197,8425.803,45532.732
1729,11249.750,47680,38613.355,9066.645,46425.094
1730,11256.256,48584,39145.722,9438.278,47106.525
1731,11262.763,48984,39468.436,9515.564,47519.598
1732,11269.269,48902,39563.722,9338.278,47641.564
1733,11275.776,48361,39432.580,8928.420,47473.703
1734,11282.282,48902,39247.143,9654.857,47236.343
1735,11288.789,48361,38760.489,9600.511,46613.425
1736,11295.295,47337,38047.679,9289.321,45701.029
1737,11301.802,45820,37139.535,8680.465,44538.604
1738,11308.308,43901,36093.613,7807.387,43199.825
1739,11314.815,41795,34993.880,6801.120,41792.166
1740,11321.321,39782,33937.862,5844.138,40440.464
1741,11327.828,38120,33018.801,5101.199,39264.065
1742,11334.334,36961,32281.967,4679.033,38320.918
1743,11340.841,36300,31781.067,4518.933,37679.765
1744,11347.347,36026,31511.012,4514.988,37334.095
1745,11353.854,36051,31489.070,4561.930,37306.010
1746,11360.360,36384,31717.646,4666.354,37598.586
1747,11366.867,37101,32192.532,4908.468,38206.440
1748,11373.373,38258,32891.854,5366.146,39101.573
1749,11379.880,39820,33769.693,6050.307,40225.207
1750,11386.386,41674,34761.321,6912.679,41494.491
1751,11392.893,42784,35703.859,7080.141,42700.940
1752,11399.399,44716,36733.531,7982.469,44018.919
1753,11405.906,46427,37692.358,8734.642,45246.219
1754,11412.412,47716,38515.965,9200.035,46300.435
1755,11418.919,48510,39170.575,9339.425,47138.336
1756,11425.425,48897,39651.868,9245.132,47754.391
1757,11431.932,49025,39978.765,9046.235,48172.820
1758,11438.438,48987,40174.342,8812.658,48423.158
1759,11444.945,48826,40277.646,8548.354,48555.387
1760,11451.451,48583,40300.305,8282.695,48584.390
1761,11457.958,48312,40276.583,8035.417,48554.026
1762,11464.464,48183,40253.016,7929.984,48523.860
1763,11470.971,47995,40226.393,7768.607,48489.784
1764,11477.477,47909,40233.778,7675.222,48499.236
1765,11483.984,47944,40285.597,7658.403,48565.564
1766,11490.490,48106,40383.179,7722.821,48690.469
1767,11496.997,48400,40520.006,7879.994,48865.608
1768,11503.504,48815,40677.705,8137.295,49067.462
1769,11510.010,49286,40834.233,8451.767,49267.818
1770,11516.517,49563,40921.332,8641.668,49379.305
1771,11523.023,49915,40938.518,8976.482,49401.303
1772,11529.530,50096,40826.369,9269.631,49257.752
1773,11536.036,50077,40553.615,9523.385,48908.627
1774,11542.543,49790,40091.677,9698.323,48317.346
1775,11549.049,49078,39428.148,9649.852,47468.029
1776,11555.556,48407,38595.322,9811.678,46402.012
1777,11562.062,46725,37484.097,9240.903,44979.644
1778,11568.569,44505,36180.924,8324.076,43311.583
1779,11575.075,41986,34760.564,7225.436,41493.522
1780,11581.582,39431,33313.326,6117.674,39641.058
1781,11588.088,37048,31921.397,5126.603,37859.388
1782,11594.595,35789,30739.419,5049.581,36346.456
1783,11601.101,34022,29622.933,4399.067,34917.354
1784,11607.608,32770,28704.895,4065.105,33742.266
1785,11614.114,32025,28035.034,3989.966,32884.844
1786,11620.621,31673,27623.503,4049.497,32358.084
1787,11627.127,31617,27468.624,4148.376,32159.838
1788,11633.634,31662,27549.517,4112.483,32263.381
1789,11640.140,31959,27859.408,4099.592,32660.043
1790,11646.647,32624,28407.154,4216.846,33361.157
1791,11653.153,33242,29153.289,4088.711,34316.210
1792,11659.660,34675,30175.263,4499.737,35624.336
1793,11666.166,36576,31391.872,5184.128,37181.596
1794,11672.673,38826,32755.610,6070.390,38927.181
1795,11679.179,41271,34197.255,7073.745,40772.487
1796,11685.686,42747,35546.054,7200.946,42498.949
1797,11692.192,45142,36976.380,8165.620,44329.766
1798,11698.699,47280,38319.036,8960.964,46048.366
1799,11705.205,49033,39523.456,9509.544,47590.024
1800,11711.712,49854,40494.340,9359.660,48832.755
1801,11718.218,50908,41352.097,9555.903,49930.684
1802,11724.725,51605,42026.387,9578.613,50793.776
1803,11731.231,52055,42527.508,9527.492,51435.210
1804,11737.738,52223,42879.647,9343.353,51885.948
1805,11744.244,52432,43099.527,9332.473,52167.395
1806,11750.751,52524,43170.371,9353.629,52258.075
1807,11757.257,52498,43108.257,9389.743,52178.570
1808,11763.764,52394,42908.680,9485.320,51923.110
1809,11770.270,52137,42543.793,9593.207,51456.055
1810,11776.777,51658,42000.322,9657.678,50760.413
1811,11783.283,51209,41319.886,9889.114,49889.454
1812,11789.790,50108,40407.217,9700.783,48721.238
1813,11796.296,48470,39282.194,9187.806,47281.208
1814,11802.803,47246,38080.974,9165.026,45743.646
1815,11809.309,44851,36640.362,8210.638,43899.663
1816,11815.816,42215,35106.883,7108.117,41936.810
1817,11822.322,39563,33567.713,5995.287,39966.672
1818,11828.829,38041,32195.408,5845.592,38210.123
1819,11835.335,35769,30810.973,4958.027,36438.045
1820,11841.842,33901,29587.015,4313.985,34871.379
1821,11848.348,33006,28624.544,4381.456,33639.417
1822,11854.855,31899,27799.129,4099.871,32582.885
1823,11861.361,31233,27207.835,4025.165,31826.029
1824,11867.868,31054,26873.461,4180.539,31398.029
1825,11874.374,30895,26745.676,4149.324,31234.465
1826,11880.881,30960,26813.454,4146.546,31321.221
1827,11887.387,31192,27102.540,4089.460,31691.252
1828,11893.894,31736,27624.203,4111.797,32358.979
1829,11900.400,32708,28356.209,4351.791,33295.947
1830,11906.907,33637,29256.845,4380.155,34448.761
1831,11913.413,35356,30396.700,4959.300,35907.777
1832,11919.920,37443,31684.164,5758.836,37555.730
1833,11926.426,38974,32992.008,5981.992,39229.771
1834,11932.933,41396,34442.829,6953.171,41086.821
1835,11939.439,43821,35899.489,7921.511,42951.346
1836,11945.946,45353,37218.335,8134.665,44639.469
1837,11952.452,47417,38523.751,8893.249,46310.401
1838,11958.959,49104,39692.403,9411.597,47806.276
1839,11965.465,50001,40646.335,9354.665,49027.309
1840,11971.972,51016,41478.583,9537.417,50092.586
1841,11978.478,51517,42132.645,9384.355,50929.786
1842,11984.985,52049,42661.029,9387.971,51606.118
1843,11991.491,52409,43047.931,9361.069,52101.351
1844,11997.998,52575,43310.735,9264.265,52437.741
1845,12004.505,52741,43469.690,9271.310,52641.203
1846,12011.011,52808,43511.175,9296.825,52694.304
1847,12017.518,52783,43454.362,9328.638,52621.583
1848,12024.024,52656,43270.889,9385.111,52386.738
1849,12030.531,52501,42961.634,9539.366,51990.892
1850,12037.037,52118,42509.274,9608.726,51411.870
1851,12043.544,51482,41885.396,9596.604,50613.306
1852,12050.050,50902,41139.391,9762.609,49658.420
1853,12056.557,49563,40160.660,9402.340,48405.644
1854,12063.063,48464,39068.076,9395.924,47007.137
1855,12069.570,46271,37742.565,8528.435,45310.483
1856,12076.076,43726,36293.572,7432.428,43455.773
1857,12082.583,42110,34913.311,7196.689,41689.038
1858,12089.089,39503,33421.428,6081.572,39779.428
1859,12095.596,38043,32095.987,5947.013,38082.863
1860,12102.102,35850,30752.770,5097.230,36363.545
1861,12108.609,34029,29558.553,4470.447,34834.948
1862,12115.115,33153,28597.853,4555.147,33605.252
1863,12121.622,31988,27766.724,4221.276,32541.406
1864,12128.128,31503,27178.855,4324.145,31788.935
1865,12134.635,30957,26750.517,4206.483,31240.661
1866,12141.141,30800,26542.703,4257.297,30974.660
1867,12147.648,30706,26519.653,4186.347,30945.156
1868,12154.154,30797,26697.463,4099.537,31172.752
1869,12160.661,31133,27102.004,4030.996,31690.565
1870,12167.167,31876,27718.321,4157.679,32479.451
1871,12173.674,32632,28528.342,4103.658,33516.277
1872,12180.180,34275,29592.514,4682.486,34878.417
1873,12186.687,35602,30778.670,4823.330,36396.698
1874,12193.193,38073,32215.367,5857.633,38235.670
1875,12199.700,39772,33646.442,6125.558,40067.446
1876,12206.206,42608,35251.215,7356.785,42121.555
1877,12212.713,44348,36734.222,7613.778,44019.804
1878,12219.219,47003,38280.105,8722.895,45998.535
1879,12225.726,48490,39624.573,8865.427,47719.453
1880,12232.232,50542,40921.420,9620.580,49379.418
1881,12238.739,52108,42038.285,10069.715,50809.004
1882,12245.245,52830,42899.490,9930.510,51911.347
1883,12251.752,53661,43630.113,10030.887,52846.544
1884,12258.258,53998,44144.132,9853.868,53504.489
1885,12264.765,54354,44532.896,9821.104,54002.107
1886,12271.271,54475,44747.497,9727.503,54276.797
1887,12277.778,54540,44844.654,9695.346,54401.157
1888,12284.284,54511,44791.786,9719.214,54333.486
1889,12290.791,54307,44604.808,9702.192,54094.154
1890,12297.297,54120,44291.011,9828.989,53692.495
1891,12303.804,53553,43819.846,9733.154,53089.403
1892,12310.310,53143,43227.839,9915.161,52331.634
1893,12316.817,52000,42436.141,9563.859,51318.260
1894,12323.323,51248,41551.216,9696.784,50185.557
1895,12329.830,49352,40433.672,8918.328,48755.101
1896,12336.336,48238,39295.684,8942.316,47298.475
1897,12342.843,45750,37941.439,7808.561,45565.042
1898,12349.349,44441,36668.930,7772.070,43936.230
1899,12355.856,41785,35247.765,6537.235,42117.139
1900,12362.362,40526,34011.200,6514.800,40534.336
1901,12368.869,38139,32713.336,5425.664,38873.070
1902,12375.375,37150,31659.668,5490.332,37524.374
1903,12381.882,35348,30641.205,4706.795,36220.743
1904,12388.388,34773,29888.668,4884.332,35257.495
1905,12394.895,33700,29244.806,4455.194,34433.351
1906,12401.401,33547,28850.728,4696.272,33928.932
1907,12407.908,33526,28645.614,4880.386,33666.386
1908,12414.414,33266,28555.063,4710.937,33550.480
1909,12420.921,33525,28695.107,4829.893,33729.737
1910,12427.427,33699,28970.336,4728.664,34082.030
1911,12433.934,34249,29461.288,4787.712,34710.449
1912,12440.440,34963,30117.400,4845.600,35550.273
1913,12446.947,35919,30957.498,4961.502,36625.598
1914,12453.453,37300,31987.565,5312.435,37944.083
1915,12459.960,38714,33143.183,5570.817,39423.274
1916,12466.466,40709,34473.480,6235.520,41126.054
1917,12472.973,42515,35850.735,6664.265,42888.940
1918,12479.479,44908,37330.397,7577.603,44782.909
1919,12485.986,46905,38756.283,8148.717,46608.043
1920,12492.492,48883,40131.035,8751.965,48367.725
1921,12498.999,51105,41439.152,9665.848,50042.114
1922,12505.506,52653,42530.082,10122.918,51438.504
1923,12512.012,54050,43421.771,10628.229,52579.867
1924,12518.519,54801,44025.063,10775.937,53352.080
1925,12525.025,55248,44362.293,10885.707,53783.735
1926,12531.532,55289,44408.092,10880.908,53842.358
1927,12538.038,55033,44181.717,10851.283,53552.597
1928,12544.545,54324,43670.251,10653.749,52897.921
1929,12551.051,53283,42896.595,10386.405,51907.642
1930,12557.558,51652,41867.203,9784.797,50590.019
1931,12564.064,49843,40660.682,9182.318,49045.673
1932,12570.571,47632,39301.609,8330.391,47306.060
1933,12577.077,45510,37894.914,7615.086,45505.490
1934,12583.584,43404,36476.997,6927.003,43690.557
1935,12590.090,41362,35099.546,6262.454,41927.418
1936,12596.597,39572,33819.506,5752.494,40288.968
1937,12603.103,38057,32670.171,5386.829,38817.819
1938,12609.610,36764,31681.645,5082.355,37552.506
1939,12616.116,35737,30869.601,4867.399,36513.090
1940,12622.623,35153,30279.701,4873.299,35758.017
1941,12629.129,34650,29865.260,4784.740,35227.532
1942,12635.636,34597,29667.515,4929.485,34974.419
1943,12642.142,34478,29640.534,4837.466,34939.883
1944,12648.649,34521,29795.310,4725.690,35137.997
1945,12655.155,35108,30168.981,4939.019,35616.295
1946,12661.662,35573,30687.478,4885.522,36279.972
1947,12668.168,36806,31422.623,5383.377,37220.957
1948,12674.675,37820,32241.862,5578.138,38269.584
1949,12681.181,39064,33167.839,5896.161,39454.834
1950,12687.688,41147,34232.460,6914.540,40817.549
1951,12694.194,42641,35238.225,7402.775,42104.928
1952,12700.701,44097,36206.304,7890.696,43344.069
1953,12707.207,45895,37133.989,8761.011,44531.506
1954,12713.714,46858,37849.970,9008.030,45447.962
1955,12720.220,47761,38403.029,9357.971,46155.877
1956,12726.727,48068,38722.887,9345.113,46565.296
1957,12733.233,48150,38833.568,9316.432,46706.967
1958,12739.740,47993,38728.427,9264.573,46572.387
1959,12746.246,47567,38423.416,9143.584,46181.973
1960,12752.753,46875,37928.173,8946.827,45548.061
1961,12759.259,45625,37228.188,8396.812,44652.081
1962,12765.766,44366,36428.771,7937.229,43628.827
1963,12772.272,42976,35549.556,7426.444,42503.432
1964,12778.779,41191,34604.345,6586.655,41293.561
1965,12785.285,39867,33732.228,6134.772,40177.252
1966,12791.792,38700,32930.236,5769.764,39150.702
1967,12798.298,37594,32215.319,5378.681,38235.609
1968,12804.805,36923,31660.941,5262.059,37526.004
1969,12811.311,36451,31257.674,5193.326,37009.823
1970,12817.818,36255,31019.588,5235.412,36705.073
1971,12824.324,36140,30930.426,5209.574,36590.946
1972,12830.831,36355,31036.886,5318.114,36727.214
1973,12837.337,36550,31282.053,5267.947,37041.027
1974,12843.844,36918,31686.254,5231.746,37558.405
1975,12850.350,37872,32301.676,5570.324,38346.146
1976,12856.857,38725,33025.666,5699.334,39272.853
1977,12863.363,39790,33878.636,5911.364,40364.654
1978,12869.870,41044,34845.418,6198.582,41602.136
1979,12876.376,42987,35953.491,7033.509,43020.469
1980,12882.883,44481,37039.771,7441.229,44410.906
1981,12889.389,45996,38130.518,7865.482,45807.063
1982,12895.896,47923,39240.002,8682.998,47227.202
1983,12902.402,49222,40214.474,9007.526,48474.527
1984,12908.909,50343,41085.629,9257.371,49589.605
1985,12915.415,51447,41858.106,9588.894,50578.375
1986,12921.922,52045,42467.447,9577.553,51358.332
1987,12928.428,52451,42939.248,9511.752,51962.237
1988,12934.935,52700,43291.973,9408.027,52413.725
1989,12941.441,52826,43544.051,9281.949,52736.385
1990,12947.948,52899,43709.387,9189.613,52948.015
1991,12954.454,52825,43798.678,9026.322,53062.307
1992,12960.961,52814,43855.575,8958.425,53135.137
1993,12967.467,52792,43883.851,8908.149,53171.330
1994,12973.974,52771,43903.506,8867.494,53196.487
1995,12980.480,52563,43902.452,8660.548,53195.138
1996,12986.987,52584,43943.983,8640.017,53248.298
1997,12993.493,52656,44017.188,8638.812,53342.001
1998,13000.000,52564,44100.512,8463.488,53448.655
1999,13006.507,52779,44256.648,8522.352,53648.509
2000,13013.013,53084,44459.393,8624.607,53908.023
2001,13019.520,53479,44702.640,8776.360,54219.379
2002,13026.026,53745,44953.596,8791.404,54540.603
2003,13032.533,54292,45254.946,9037.054,54926.331
2004,13039.039,54861,45560.685,9300.315,55317.677
2005,13045.546,55243,45831.361,9411.639,55664.142
2006,13052.052,55742,46090.624,9651.376,55995.998
2007,13058.559,56132,46289.853,9842.147,56251.012
2008,13065.065,56390,46407.718,9982.282,56401.880
2009,13071.572,56444,46420.656,10023.344,56418.439
2010,13078.078,56458,46349.530,10108.470,56327.398
2011,13084.585,56321,46161.045,10159.955,56086.138
2012,13091.091,55991,45844.942,10146.058,55681.526
2013,13097.598,55525,45409.411,10115.589,55124.046
2014,13104.104,54747,44850.903,9896.097,54409.156
2015,13110.611,53701,44175.747,9525.253,53544.956
2016,13117.117,52429,43410.559,9018.441,52565.515
2017,13123.624,51540,42646.781,8893.219,51587.880
2018,13130.130,50145,41819.995,8325.005,50529.593
2019,13136.637,48771,41002.117,7768.883,49482.709
2020,13143.143,47494,40233.078,7260.922,48498.340
2021,13149.650,47087,39618.850,7468.150,47712.128
2022,13156.156,46143,39033.498,7109.502,46962.877
2023,13162.663,45389,38557.009,6831.991,46352.971
2024,13169.169,44819,38205.130,6613.870,45902.566
2025,13175.676,45189,38055.591,7133.409,45711.157
2026,13182.182,44923,37955.398,6967.602,45582.910
2027,13188.689,44799,37968.813,6830.187,45600.080
2028,13195.195,44813,38097.092,6715.908,45764.278
2029,13201.702,45866,38417.920,7448.080,46174.937
2030,13208.208,46142,38721.864,7420.136,46563.986
2031,13214.715,46509,39116.995,7392.005,47069.754
2032,13221.221,46945,39576.666,7368.334,47658.133
2033,13227.728,48525,40192.293,8332.707,48446.136
2034,13234.234,49044,40708.495,8335.505,49106.874
2035,13240.741,49563,41229.210,8333.790,49773.389
2036,13247.247,50065,41775.192,8289.808,50472.246
2037,13253.754,50537,42313.052,8223.948,51160.707
2038,13260.260,52203,42988.578,9214.422,52025.380
2039,13266.767,52601,43508.575,9092.425,52690.976
2040,13273.273,52962,44005.787,8956.213,53327.407
2041,13279.780,53304,44486.304,8817.696,53942.470
2042,13286.286,53648,44974.835,8673.165,54567.789
2043,13292.793,55125,45595.649,9529.351,55362.430
2044,13299.299,55500,46085.892,9414.108,55989.941
2045,13305.806,55926,46569.440,9356.560,56608.884
2046,13312.312,56405,47030.725,9374.275,57199.328
2047,13318.819,56939,47495.953,9443.047,57794.820
2048,13325.325,58074,48017.582,10056.418,58462.505
2049,13331.832,58565,48441.073,10123.927,59004.573
2050,13338.338,59042,48825.764,10216.236,59496.979
2051,13344.845,59471,49141.647,10329.353,59901.308
2052,13351.351,59824,49404.067,10419.933,60237.205
2053,13357.858,60078,49603.259,10474.741,60492.172
2054,13364.364,60216,49731.185,10484.815,60655.916
2055,13370.871,60279,49787.287,10491.713,60727.728
2056,13377.377,60272,49758.305,10513.695,60690.631
2057,13383.884,60186,49660.148,10525.852,60564.990
2058,13390.390,59906,49474.702,10431.298,60327.619
2059,13396.897,59640,49226.699,10413.301,60010.175
2060,13403.403,59253,48903.919,10349.081,59597.016
2061,13409.910,58729,48509.353,10219.647,59091.972
2062,13416.416,58060,48050.842,10009.158,58505.078
2063,13422.923,57259,47562.839,9696.161,57880.434
2064,13429.429,56730,47087.988,9642.012,57272.625
2065,13435.936,55911,46575.363,9335.637,56616.465
2066,13442.442,55084,46073.056,9010.944,55973.512
2067,13448.949,54294,45602.140,8691.860,55370.739
2068,13455.455,53578,45184.585,8393.415,54836.269
2069,13461.962,52965,44862.461,8102.539,54423.950
2070,13468.468,53466,44732.712,8733.288,54257.872
2071,13474.975,53159,44569.434,8589.566,54048.876
2072,13481.481,52974,44462.218,8511.782,53911.639
2073,13487.988,52906,44413.332,8492.668,53849.065
2074,13494.494,52935,44413.684,8521.316,53849.516
2075,13501.001,53025,44448.372,8576.628,53893.916
2076,13507.508,54221,44628.899,9592.101,54124.991
2077,13514.014,54275,44651.338,9623.662,54153.712
2078,13520.521,54243,44591.042,9651.958,54076.534
2079,13527.027,54090,44451.876,9638.124,53898.402
2080,13533.534,53788,44222.492,9565.508,53604.789
2081,13540.040,53320,43897.529,9422.471,53188.838
2082,13546.547,52670,43477.542,9192.458,52651.253
2083,13553.053,52833,43070.929,9762.071,52130.789
2084,13559.560,51837,42457.161,9379.839,51345.165
2085,13566.066,50687,41761.184,8925.816,50454.315
2086,13572.573,49439,41014.252,8424.748,49498.243
2087,13579.079,48159,40252.269,7906.731,48522.904
2088,13585.586,46918,39513.464,7404.536,47577.233
2089,13592.092,45778,38834.965,6943.035,46708.755
2090,13598.599,44785,38250.583,6534.417,45960.746
2091,13605.105,45103,37886.379,7216.621,45494.565
2092,13611.612,44459,37533.366,6925.634,45042.708
2093,13618.118,44005,37304.018,6700.982,44749.143
2094,13624.625,43754,37213.262,6540.738,44632.975
2095,13631.131,43714,37270.246,6443.754,44705.915
2096,13637.638,43887,37478.174,6408.826,44972.063
2097,13644.144,44266,37834.301,6431.699,45427.905
2098,13650.651,44836,38330.789,6505.211,46063.410
2099,13657.157,46832,39062.391,7769.609,46999.860
2100,13663.664,47681,39726.458,7954.542,47849.866
2101,13670.170,48626,40432.163,8193.837,48753.168
2102,13676.677,49622,41162.726,8459.274,49688.290
2103,13683.183,50618,41889.719,8728.281,50618.840
2104,13689.690,51563,42590.538,8972.462,51515.889
2105,13696.196,52417,43245.775,9171.225,52354.593
2106,13702.703,53152,43840.490,9311.510,53115.827
2107,13709.209,53759,44344.450,9414.550,53760.896
2108,13715.716,54245,44779.883,9465.117,54318.250
2109,13722.222,54872,45171.149,9700.851,54819.070
2110,13728.729,55113,45455.128,9657.872,55182.564
2111,13735.235,55291,45667.968,9623.032,55455.000
2112,13741.742,55411,45813.426,9597.574,55641.185
2113,13748.248,55479,45894.087,9584.913,55744.431
2114,13754.755,55496,45910.390,9585.610,55765.299
2115,13761.261,55465,45858.218,9606.782,55698.519
2116,13767.768,55380,45730.581,9649.419,55535.144
2117,13774.274,55229,45513.054,9715.946,55256.709
2118,13780.781,54990,45198.147,9791.853,54853.628
2119,13787.287,54631,44770.073,9860.927,54305.693
2120,13793.794,54116,44213.369,9902.631,53593.112
2121,13800.300,53424,43516.217,9907.783,52700.757
2122,13806.807,52412,42657.427,9754.573,51601.506
2123,13813.313,51130,41644.165,9485.835,50304.532
2124,13819.820,49591,40486.887,9104.113,48823.215
2125,13826.326,47832,39205.249,8626.751,47182.718
2126,13832.833,45907,37826.464,8080.536,45417.873
2127,13839.339,43884,36383.623,7500.377,43571.038
2128,13845.846,41836,34912.796,6923.204,41688.379
2129,13852.352,39827,33449.275,6377.725,39815.072
2130,13858.859,37916,32020.092,5895.908,37985.718
2131,13865.365,36146,30661.635,5484.365,36246.892
2132,13871.872,34545,29396.372,5148.628,34627.356
2133,13878.378,33126,28239.691,4886.309,33146.805
2134,13884.885,31894,27200.677,4693.323,31816.867
2135,13891.391,30844,26282.105,4561.895,30641.094
2136,13897.898,29967,25481.714,4485.286,29616.594
2137,13904.404,28855,24753.475,4101.525,28684.448
2138,13910.911,28333,24189.253,4143.747,27962.244
2139,13917.417,27923,23729.108,4193.892,27373.259
2140,13923.924,27598,23357.981,4240.019,26898.216
2141,13930.430,27341,23062.605,4278.395,26520.134
2142,13936.937,27138,22831.111,4306.889,26223.823
2143,13943.443,26982,22653.798,4328.202,25996.862
2144,13949.950,26866,22522.314,4343.686,25828.562
2145,13956.456,26785,22436.613,4348.387,25718.865
2146,13962.963,26737,22382.936,4354.064,25650.158
2147,13969.469,26718,22358.174,4359.826,25618.462
2148,13975.976,26727,22360.894,4366.106,25621.945
2149,13982.482,26760,22390.426,4369.574,25659.745
2150,13988.989,26817,22447.722,4369.278,25733.085
2151,13995.495,26897,22534.814,4362.186,25844.561
2152,14002.002,27007,22655.924,4351.076,25999.583
2153,14008.509,27154,22816.501,4337.499,26205.121
2154,14015.015,27350,23023.513,4326.487,26470.097
2155,14021.522,27607,23284.433,4322.567,26804.075
2156,14028.028,27934,23606.234,4327.766,27215.979
2157,14034.535,28344,23995.591,4348.409,27714.356
2158,14041.041,28851,24457.617,4393.383,28305.750
2159,14047.548,29471,24995.153,4475.847,28993.796
2160,14054.054,30218,25607.358,4610.642,29777.419
2161,14060.561,31101,26288.730,4812.270,30649.574
2162,14067.067,32113,27027.474,5085.526,31595.167
2163,14073.574,33229,27805.596,5423.404,32591.163
2164,14080.080,34408,28599.929,5808.071,33607.910
2165,14086.587,35590,29383.072,6206.928,34610.332
2166,14093.093,36709,30126.514,6582.486,35561.937
2167,14099.600,37702,30803.495,6898.505,36428.474
2168,14106.106,38520,31392.228,7127.772,37182.052
2169,14112.613,39136,31878.387,7257.613,37804.336
2170,14119.119,39551,32256.817,7294.183,38288.725
2171,14125.626,39784,32530.444,7253.556,38638.969
2172,14132.132,39868,32709.039,7158.961,38867.570
2173,14138.639,39837,32806.863,7030.137,38992.785
2174,14145.145,39721,32841.151,6879.849,39036.673
2175,14151.652,39554,32832.224,6721.776,39025.246
